Flight Number,Flight Departure Date,Aircraft Registration Number,Departure Airport Code,Arrival Airport Code,Aircraft Payload,Available Payload,Maximum Zero Fuel Weight (Kgs),Actual Zero Fuel Weight (Kgs),Take Off Fuel,Maximum Take Off Weight (Kgs),Actual Take Off Weight (Kgs),Trip Fuel Leg,Maximum Landing Weight (Kgs),Actual Landing Weight (Kgs),First Class Flown Passenger,Business Class Flown Passenger,Economy Class Flown Passenger,Total Male,Total Female,Total Children,Total Infants,Total Passenger Weight (Kgs),Total Compartment Weight (Kgs),Total Baggage Weight Leg (Kgs),Total Cargo Weight Leg (Kgs),Total Mail Weight Leg (Kgs),Total Engg Weight Leg (Kgs),Dry Operating Weight (Kgs),Cockpit Crew Count,Cabin Crew Count,First Class Non Revenue Passenger,Business Class Non Revenue Passenger,Economy Class Non Revenue Passenger,Dom Intl Flag
9I0505,23/07/2019,VTRKL,COK,AGX,3734,6034,21000,17600,3100,23000,20700,753,22350,19947,0,0,42,26,15,1,2,3130,604,406,98,109,0,13866,2,3,0,0,0,D
9I0505,24/07/2019,VTRKL,BLR,COK,4600,7219,21000,18381,2000,23000,20381,725,22350,19656,0,0,58,41,16,1,1,4320,280,280,0,0,0,13781,2,2,0,0,0,D
9I0505,24/07/2019,VTRKL,COK,AGX,2999,6034,21000,16865,3100,23000,19965,753,22350,19212,0,0,34,23,11,0,0,2550,449,403,9,24,0,13866,2,3,0,0,0,D
9I0505,25/07/2019,VTRKL,BLR,COK,4856,7219,21000,18637,2000,23000,20637,725,22350,19912,0,0,60,44,14,2,0,4420,436,436,0,0,0,13781,2,2,0,0,0,D
9I0505,25/07/2019,VTRKL,COK,AGX,2393,6234,21000,16259,2900,23000,19159,753,22350,18406,0,0,24,16,4,4,2,1660,733,284,386,63,0,13866,2,3,0,0,0,D
9I0505,26/07/2019,VTRKL,BLR,COK,4991,6739,21000,18772,2480,23000,21252,725,22350,20527,0,0,63,46,16,1,1,4695,296,293,0,0,0,13781,2,2,0,0,0,D
9I0505,26/07/2019,VTRKL,COK,AGX,5074,6234,21000,18940,2900,23000,21840,753,22350,21087,0,0,54,44,10,0,1,4060,1014,658,290,66,0,13866,2,3,0,0,0,D
9I0505,27/07/2019,VTRKL,BLR,COK,4240,7219,21000,18021,2000,23000,20021,725,22350,19296,0,0,51,34,14,3,0,3816,424,424,0,0,0,13781,2,2,0,0,0,D
9I0505,27/07/2019,VTRKL,COK,AGX,2730,6234,21000,16596,2900,23000,19496,755,22350,18741,0,0,26,23,3,0,0,2002,728,321,361,46,0,13866,2,3,0,0,0,D
9I0505,28/07/2019,VTRKL,BLR,COK,3859,7219,21000,17640,2000,23000,19640,725,22350,18915,0,0,47,36,10,1,0,3582,277,277,0,0,0,13781,2,2,0,0,2,D
9I0505,28/07/2019,VTRKL,COK,AGX,1138,6334,21000,15004,2800,23000,17804,800,22350,17004,0,0,13,7,4,2,1,937,201,166,0,35,0,13866,2,3,0,0,0,D
9I0505,29/07/2019,VTRKL,BLR,COK,3716,7219,21000,17497,2000,23000,19497,725,22350,18772,0,0,44,30,12,2,1,3324,392,392,0,0,0,13781,2,2,0,0,0,D
9I0505,29/07/2019,VTRKL,COK,AGX,2995,6334,21000,16861,2800,23000,19661,800,22350,18861,0,0,32,29,3,0,1,2474,521,376,44,101,0,13866,2,3,0,0,0,D
9I0505,30/07/2019,VTRKL,BLR,COK,4120,7119,21000,17901,2100,23000,20001,725,22350,19276,0,0,52,33,14,5,0,3700,420,420,0,0,0,13781,2,2,0,0,1,D
9I0505,30/07/2019,VTRKL,COK,AGX,3168,6334,21000,17034,2800,23000,19834,800,22350,19034,0,0,34,26,8,0,0,2550,618,398,177,43,0,13866,2,3,0,0,0,D
9I0505,31/07/2019,VTRKL,BLR,COK,2318,7219,21000,16099,2000,23000,18099,725,22350,17374,0,0,30,20,8,2,0,2170,148,148,0,0,0,13781,2,2,0,0,1,D
9I0505,31/07/2019,VTRKL,COK,AGX,2122,6234,21000,15988,2900,23000,18888,977,22350,17911,0,0,24,18,6,0,0,1800,322,263,6,53,0,13866,2,3,0,0,0,D
9I0506,1/7/2019,VTAIZ,AGX,COK,5543,977,21000,14824,2000,21390,16824,755,22350,16069,0,0,12,11,1,0,0,900,77,77,0,0,0,13847,2,3,0,0,0,D
9I0506,1/7/2019,VTAIZ,COK,BLR,4749,6668,21000,18681,2400,23000,21081,960,22350,20121,0,0,58,40,18,0,1,4360,389,389,0,0,0,13932,2,3,0,0,0,D
9I0506,2/7/2019,VTAIY,AGX,COK,1233,4563,21000,15516,2100,20946,17616,720,22350,16896,0,0,14,8,6,0,0,1125,95,78,3,27,0,14283,3,3,0,0,1,D
9I0506,2/7/2019,VTAIY,COK,BLR,5259,6517,21000,19542,2200,23000,21742,957,22350,20785,0,0,64,45,18,1,1,4845,414,414,0,0,0,14283,3,3,0,0,0,D
9I0506,3/7/2019,VTAIY,AGX,COK,5032,1491,21000,15689,2000,21230,17689,755,22350,16934,0,0,18,11,6,1,1,1320,171,160,0,11,0,14198,2,3,0,0,0,D
9I0506,3/7/2019,VTAIY,COK,BLR,4575,6602,21000,18773,2200,23000,20973,960,22350,20013,0,0,57,35,21,1,2,4255,320,319,1,0,0,14198,2,3,0,0,0,D
9I0506,4/7/2019,VTRKC,COK,BLR,6935,3886,21000,17751,2200,23000,19951,957,22350,18994,0,0,49,29,16,4,1,3525,361,361,0,0,0,13865,2,3,0,0,3,D
9I0506,4/7/2019,VTRKC,AGX,COK,1087,5118,21000,14952,2000,20983,16952,720,22350,16232,0,0,13,10,3,0,0,975,112,101,0,11,0,13865,2,3,0,0,0,D
9I0506,5/7/2019,VTRKC,AGX,COK,164,5535,21000,14029,2000,21400,16029,719,22350,15310,0,0,2,1,1,0,0,150,14,0,0,14,0,13865,2,3,0,0,0,D
9I0506,5/7/2019,VTRKC,COK,BLR,3618,6935,21000,17483,2200,23000,19683,957,22350,18726,0,0,45,30,14,1,0,3335,283,283,0,0,0,13865,2,3,0,0,1,D
9I0506,6/7/2019,VTRKL,AGX,COK,1632,5484,21000,15498,2000,21350,17498,760,22350,16738,0,0,19,17,2,0,0,1500,132,131,0,1,0,13866,2,3,0,0,0,D
9I0506,6/7/2019,VTRKL,COK,BLR,3821,6934,21000,17687,2200,23000,19887,960,22350,18927,0,0,46,30,14,2,1,3455,366,366,0,0,0,13866,2,3,0,0,0,D
9I0506,7/7/2019,VTRKL,AGX,COK,2861,5524,21000,16727,2000,21390,18727,720,22350,18007,0,0,34,23,11,0,1,2560,301,297,4,0,0,13866,2,3,0,0,3,D
9I0506,7/7/2019,VTRKL,COK,BLR,4304,6734,21000,18170,2400,23000,20570,960,22350,19610,0,0,52,29,23,0,0,3900,404,404,0,0,0,13866,2,3,0,0,1,D
9I0506,8/7/2019,VTRKL,AGX,COK,2435,5484,21000,16301,2000,21350,18301,719,22350,17582,0,0,24,17,7,0,1,2185,181,242,0,8,0,13866,2,3,0,0,0,D
9I0506,8/7/2019,VTRKL,COK,BLR,4531,6934,21000,18397,2200,23000,20597,957,22350,19640,0,0,49,27,20,2,3,4000,531,531,0,0,0,13866,2,3,0,0,1,D
9I0506,9/7/2019,VTRKL,AGX,COK,1805,5524,21000,15671,2000,21390,17671,719,22350,16952,0,0,21,15,6,0,1,1585,220,39,0,19,0,13866,2,3,0,0,0,D
9I0506,9/7/2019,VTRKL,COK,BLR,4913,6934,21000,18779,2200,23000,20979,957,22350,20022,0,0,60,39,20,1,2,4480,433,427,6,0,0,13866,2,3,0,0,1,D
9I0506,10/7/2019,VTRKL,COK,BLR,6834,4716,21000,18582,2300,23000,20882,1000,22350,19882,0,0,57,34,23,0,2,4295,421,393,0,0,0,13866,2,3,0,0,0,D
9I0506,10/7/2019,VTRKL,AGX,COK,1743,5794,21000,15609,2140,21800,17749,800,22350,16949,0,0,20,13,5,2,1,1580,135,160,0,3,0,13866,2,3,0,0,0,D
9I0506,11/7/2019,VTRKL,AGX,COK,5624,2318,21000,16184,1900,21390,18084,715,22350,17369,0,0,28,20,6,2,2,2040,278,250,0,28,0,13866,2,3,0,0,0,D
