Flight Number,Aircraft Registration Number,Departure Airport Code,Arrival Airport Code,Dom Intl Flag,Flight Departure Date
AI0541,VTPPT,TIR,HYD,D,14/07/201916/07/201917/07/201924/07/201927/07/2019
AI0541,VTPPV,HYD,DEL,D,5/7/2019
AI0541,VTPPV,TIR,HYD,D,5/7/2019
AI0542,VTPPE,DEL,HYD,D,2/7/20198/7/201911/7/201925/07/201928/07/2019
AI0542,VTPPE,HYD,TIR,D,2/7/20198/7/201911/7/201925/07/201928/07/2019
AI0542,VTPPF,DEL,HYD,D,12/7/201919/07/2019
AI0542,VTPPF,HYD,TIR,D,12/7/201919/07/2019
AI0542,VTPPG,DEL,HYD,D,3/7/201926/07/2019
AI0542,VTPPG,HYD,TIR,D,3/7/201926/07/2019
AI0542,VTPPH,DEL,HYD,D,7/7/201921/07/201929/07/2019
AI0542,VTPPH,HYD,TIR,D,7/7/201921/07/201929/07/2019
AI0542,VTPPI,DEL,HYD,D,13/07/201922/07/2019
AI0542,VTPPI,HYD,TIR,D,13/07/201922/07/2019
AI0542,VTPPJ,DEL,HYD,D,15/07/201918/07/201923/07/2019
AI0542,VTPPJ,HYD,TIR,D,15/07/201918/07/201923/07/2019
AI0542,VTPPK,DEL,HYD,D,31/07/2019
AI0542,VTPPK,HYD,TIR,D,31/07/2019
AI0542,VTPPM,DEL,HYD,D,1/7/20194/7/201920/07/2019
AI0542,VTPPM,HYD,TIR,D,1/7/20194/7/201920/07/2019
AI0542,VTPPO,DEL,HYD,D,10/7/2019
AI0542,VTPPO,HYD,TIR,D,10/7/2019
AI0542,VTPPQ,DEL,HYD,D,6/7/20199/7/201930/07/2019
AI0542,VTPPQ,HYD,TIR,D,6/7/20199/7/201930/07/2019
AI0542,VTPPT,DEL,HYD,D,14/07/201916/07/201917/07/201924/07/201927/07/2019
AI0542,VTPPT,HYD,TIR,D,14/07/201916/07/201917/07/201924/07/201927/07/2019
AI0542,VTPPV,DEL,HYD,D,5/7/2019
AI0542,VTPPV,HYD,TIR,D,5/7/2019
AI0543,VTCID,HYD,DEL,D,5/7/201914/07/2019
AI0543,VTCIH,HYD,DEL,D,18/07/201925/07/2019
AI0543,VTCIN,HYD,DEL,D,3/7/20198/7/2019
AI0543,VTEDE,HYD,DEL,D,31/07/2019
AI0543,VTEDF,HYD,DEL,D,30/07/2019
AI0543,VTEXA,HYD,DEL,D,7/7/2019
AI0543,VTEXG,HYD,DEL,D,6/7/2019
AI0543,VTEXH,HYD,DEL,D,10/7/201911/7/201917/07/201924/07/201927/07/201929/07/2019
AI0543,VTEXK,HYD,DEL,D,12/7/2019
AI0543,VTEXL,HYD,DEL,D,26/07/2019
AI0543,VTEXN,HYD,DEL,D,28/07/2019
AI0543,VTEXO,HYD,DEL,D,2/7/2019
AI0543,VTEXP,HYD,DEL,D,16/07/2019
AI0543,VTEXQ,HYD,DEL,D,15/07/201919/07/201923/07/2019
AI0543,VTEXR,HYD,DEL,D,1/7/2019
AI0543,VTEXS,HYD,DEL,D,4/7/201922/07/2019
AI0543,VTEXU,HYD,DEL,D,9/7/2019
AI0543,VTEXV,HYD,DEL,D,13/07/2019
AI0543,VTPPH,HYD,DEL,D,20/07/2019
AI0543,VTPPT,HYD,DEL,D,21/07/2019
AI0544,VTCID,DEL,HYD,D,19/07/2019
AI0544,VTCIH,DEL,HYD,D,28/07/2019
AI0544,VTEDC,DEL,HYD,D,7/7/2019
AI0544,VTEDD,DEL,HYD,D,12/7/201921/07/2019
AI0544,VTEDE,DEL,HYD,D,14/07/201923/07/201924/07/201926/07/2019
AI0544,VTEDF,DEL,HYD,D,5/7/2019
AI0544,VTEXU,DEL,HYD,D,10/7/2019
AI0545,VTPPD,MAA,HYD,D,22/07/201925/07/2019
AI0545,VTPPE,MAA,HYD,D,4/7/201918/07/201920/07/201931/07/2019
AI0545,VTPPF,MAA,HYD,D,30/07/2019
AI0545,VTPPG,MAA,HYD,D,15/07/201917/07/2019
AI0545,VTPPH,MAA,HYD,D,3/7/201911/7/201916/07/201923/07/2019
AI0545,VTPPI,MAA,HYD,D,7/7/201926/07/2019
AI0545,VTPPJ,MAA,HYD,D,29/07/2019
AI0545,VTPPK,MAA,HYD,D,5/7/201912/7/201914/07/201919/07/201921/07/201927/07/201928/07/2019
AI0545,VTPPM,MAA,HYD,D,6/7/2019
AI0545,VTPPO,MAA,HYD,D,2/7/20198/7/201924/07/2019
AI0545,VTPPQ,MAA,HYD,D,1/7/201910/7/201913/07/2019
AI0546,VTPPD,HYD,MAA,D,22/07/201925/07/2019
AI0546,VTPPE,HYD,MAA,D,4/7/201918/07/201920/07/201931/07/2019
AI0546,VTPPF,HYD,MAA,D,30/07/2019
AI0546,VTPPG,HYD,MAA,D,15/07/201917/07/2019
AI0546,VTPPH,HYD,MAA,D,3/7/201911/7/201916/07/201923/07/2019
AI0546,VTPPI,HYD,MAA,D,7/7/201926/07/2019
AI0546,VTPPJ,HYD,MAA,D,29/07/2019
AI0546,VTPPK,HYD,MAA,D,5/7/20199/7/201912/7/201914/07/201919/07/201921/07/201927/07/201928/07/2019
AI0546,VTPPM,HYD,MAA,D,6/7/2019
AI0546,VTPPO,HYD,MAA,D,2/7/20198/7/201924/07/2019
AI0546,VTPPQ,HYD,MAA,D,1/7/201910/7/201913/07/2019
AI0547,VTEDC,DEL,CJB,D,5/7/20198/7/20199/7/201910/7/201912/7/201916/07/201918/07/201920/07/201921/07/201923/07/201924/07/2019
AI0547,VTEDD,DEL,CJB,D,1/7/20192/7/201919/07/201922/07/201925/07/201926/07/2019
AI0547,VTEDE,DEL,CJB,D,6/7/20197/7/201911/7/201913/07/2019
AI0547,VTEDF,DEL,CJB,D,3/7/20194/7/201914/07/201917/07/201927/07/201928/07/2019
AI0547,VTEXD,DEL,CJB,D,15/07/2019
AI0547,VTSCM,DEL,CJB,D,30/07/201931/07/2019
AI0547,VTSCV,DEL,CJB,D,29/07/2019
AI0548,VTEDC,CJB,DEL,D,6/7/20199/7/201910/7/201911/7/201913/07/201917/07/201919/07/201921/07/201922/07/201924/07/201925/07/2019
AI0548,VTEDD,CJB,DEL,D,2/7/20193/7/201920/07/201923/07/201926/07/201927/07/2019
AI0548,VTEDE,CJB,DEL,D,7/7/20198/7/201912/7/201914/07/2019
AI0548,VTEDF,CJB,DEL,D,1/7/20194/7/20195/7/201915/07/201918/07/201928/07/201929/07/2019
AI0548,VTEXD,CJB,DEL,D,16/07/2019
AI0548,VTSCM,CJB,DEL,D,31/07/2019
AI0548,VTSCV,CJB,DEL,D,30/07/2019
AI0549,VTEXE,MAA,IXZ,D,16/07/2019
AI0549,VTPPD,MAA,IXZ,D,23/07/201926/07/2019
AI0549,VTPPE,MAA,IXZ,D,5/7/201919/07/201921/07/2019
AI0549,VTPPH,MAA,IXZ,D,4/7/201912/7/201915/07/201917/07/201924/07/201931/07/2019
AI0549,VTPPI,MAA,IXZ,D,8/7/201910/7/201927/07/201929/07/2019
AI0549,VTPPJ,MAA,IXZ,D,30/07/2019
AI0549,VTPPK,MAA,IXZ,D,1/7/20193/7/20196/7/201913/07/201920/07/201922/07/2019
AI0549,VTPPM,MAA,IXZ,D,7/7/201918/07/2019
AI0549,VTPPO,MAA,IXZ,D,9/7/201925/07/2019
AI0549,VTPPQ,MAA,IXZ,D,2/7/201911/7/201914/07/201928/07/2019
AI0550,VTEXE,IXZ,MAA,D,16/07/2019
AI0550,VTPPD,IXZ,MAA,D,23/07/201926/07/2019
AI0550,VTPPE,IXZ,MAA,D,5/7/201919/07/201921/07/2019
AI0550,VTPPH,IXZ,MAA,D,4/7/201912/7/201915/07/201917/07/201924/07/201931/07/2019
AI0550,VTPPI,IXZ,MAA,D,8/7/201910/7/201927/07/201929/07/2019
AI0550,VTPPJ,IXZ,MAA,D,30/07/2019
AI0550,VTPPK,IXZ,MAA,D,1/7/20193/7/20196/7/201913/07/201920/07/201922/07/2019
AI0550,VTPPM,IXZ,MAA,D,7/7/201918/07/2019
AI0550,VTPPO,IXZ,MAA,D,9/7/201925/07/2019
AI0550,VTPPQ,IXZ,MAA,D,2/7/201911/7/201914/07/201928/07/2019
AI0551,VTCIM,MAA,IXZ,D,2/7/20194/7/20195/7/20197/7/201911/7/201914/07/201916/07/201918/07/201919/07/2019
AI0551,VTEXA,MAA,IXZ,D,30/07/2019
AI0551,VTEXE,MAA,IXZ,D,9/7/201912/7/201923/07/2019
AI0551,VTEXQ,MAA,IXZ,D,25/07/201926/07/2019
AI0551,VTSCI,MAA,IXZ,D,28/07/2019
AI0551,VTSCP,MAA,IXZ,D,21/07/2019
AI0552,VTCIM,IXZ,MAA,D,2/7/20194/7/20195/7/20197/7/201911/7/201914/07/201916/07/201918/07/201919/07/2019
AI0552,VTEXA,IXZ,MAA,D,30/07/2019
AI0552,VTEXE,IXZ,MAA,D,12/7/201923/07/2019
AI0552,VTEXQ,IXZ,MAA,D,25/07/201926/07/2019
AI0552,VTSCI,IXZ,MAA,D,28/07/2019
AI0552,VTSCP,IXZ,MAA,D,21/07/2019
AI0555,VTALL,BOM,DEL,D,27/07/2019
AI0555,VTALM,BOM,DEL,D,4/7/2019
AI0559,VTPPE,HYD,DEL,D,2/7/20198/7/201916/07/201925/07/201928/07/2019
AI0559,VTPPF,HYD,DEL,D,12/7/201919/07/2019
AI0559,VTPPG,HYD,DEL,D,3/7/201911/7/201926/07/2019
AI0559,VTPPH,HYD,DEL,D,7/7/201921/07/201929/07/2019
AI0559,VTPPI,HYD,DEL,D,4/7/201913/07/201922/07/2019
AI0559,VTPPJ,HYD,DEL,D,15/07/201918/07/201923/07/2019
AI0559,VTPPK,HYD,DEL,D,31/07/2019
AI0559,VTPPM,HYD,DEL,D,1/7/201920/07/2019
AI0559,VTPPO,HYD,DEL,D,10/7/2019
AI0559,VTPPQ,HYD,DEL,D,6/7/20199/7/201930/07/2019
AI0559,VTPPT,HYD,DEL,D,5/7/201914/07/201917/07/201924/07/201927/07/2019
AI0560,VTCID,DEL,HYD,D,5/7/201914/07/2019
AI0560,VTCIH,DEL,HYD,D,18/07/201925/07/2019
AI0560,VTCIN,DEL,HYD,D,3/7/20198/7/2019
AI0560,VTEDE,DEL,HYD,D,31/07/2019
AI0560,VTEDF,DEL,HYD,D,30/07/2019
AI0560,VTEXA,DEL,HYD,D,7/7/2019
AI0560,VTEXG,DEL,HYD,D,6/7/2019
AI0560,VTEXH,DEL,HYD,D,10/7/201911/7/201917/07/201924/07/201927/07/201929/07/2019
AI0560,VTEXK,DEL,HYD,D,12/7/2019
AI0560,VTEXL,DEL,HYD,D,26/07/2019
AI0560,VTEXN,DEL,HYD,D,28/07/2019
AI0560,VTEXO,DEL,HYD,D,2/7/2019
AI0560,VTEXP,DEL,HYD,D,16/07/2019
AI0560,VTEXQ,DEL,HYD,D,15/07/201919/07/201923/07/2019
AI0560,VTEXR,DEL,HYD,D,1/7/2019
AI0560,VTEXS,DEL,HYD,D,4/7/201922/07/2019
AI0560,VTEXU,DEL,HYD,D,9/7/2019
AI0560,VTEXV,DEL,HYD,D,13/07/2019
AI0560,VTPPH,DEL,HYD,D,20/07/2019
AI0560,VTPPT,DEL,HYD,D,21/07/2019
AI0563,VTCIQ,MAA,BLR,D,4/7/20195/7/20197/7/20198/7/2019
AI0563,VTEDE,MAA,BLR,D,25/07/2019
AI0563,VTEXN,MAA,BLR,D,1/7/2019
AI0563,VTEXR,MAA,BLR,D,18/07/201919/07/201926/07/2019
AI0563,VTEXS,MAA,BLR,D,14/07/201915/07/2019
AI0563,VTEXT,MAA,BLR,D,11/7/201912/7/201921/07/201922/07/2019
AI0563,VTEXV,MAA,BLR,D,28/07/201929/07/2019
AI0564,VTCIQ,BLR,MAA,D,4/7/20195/7/20197/7/20198/7/2019
AI0564,VTEDE,BLR,MAA,D,25/07/2019
AI0564,VTEXN,BLR,MAA,D,1/7/2019
AI0564,VTEXR,BLR,MAA,D,18/07/201919/07/201926/07/2019
AI0564,VTEXS,BLR,MAA,D,14/07/201915/07/2019
AI0564,VTEXT,BLR,MAA,D,11/7/201912/7/201921/07/201922/07/2019
AI0564,VTEXV,BLR,MAA,D,28/07/201929/07/2019
AI0569,VTCIE,MAA,BOM,D,10/7/201922/07/201924/07/201926/07/201929/07/2019
AI0569,VTCIF,MAA,BOM,D,20/07/201923/07/2019
AI0569,VTCIG,MAA,BOM,D,8/7/2019
AI0569,VTCIM,MAA,BOM,D,27/07/2019
AI0569,VTCIN,MAA,BOM,D,19/07/2019
AI0569,VTCIO,MAA,BOM,D,30/07/2019
AI0569,VTEXF,MAA,BOM,D,12/7/2019
AI0569,VTEXG,MAA,BOM,D,11/7/201913/07/201925/07/2019
AI0569,VTEXI,MAA,BOM,D,14/07/201916/07/2019
AI0569,VTEXJ,MAA,BOM,D,9/7/2019
AI0569,VTEXK,MAA,BOM,D,4/7/201928/07/2019
AI0569,VTEXM,MAA,BOM,D,7/7/201921/07/2019
AI0569,VTEXR,MAA,BOM,D,15/07/201917/07/2019
AI0569,VTEXS,MAA,BOM,D,1/7/2019
AI0569,VTEXT,MAA,BOM,D,3/7/20195/7/201918/07/2019
AI0569,VTEXU,MAA,BOM,D,31/07/2019
AI0569,VTEXV,MAA,BOM,D,6/7/2019
AI0570,VTCIE,BOM,MAA,D,13/07/201921/07/201923/07/201928/07/2019
AI0570,VTCIF,BOM,MAA,D,5/7/201919/07/201922/07/2019
AI0570,VTCIG,BOM,MAA,D,7/7/2019
AI0570,VTCIM,BOM,MAA,D,26/07/2019
AI0570,VTCIN,BOM,MAA,D,18/07/2019
AI0570,VTCIO,BOM,MAA,D,1/7/201925/07/201929/07/201931/07/2019
AI0570,VTEXF,BOM,MAA,D,11/7/2019
AI0570,VTEXG,BOM,MAA,D,10/7/201912/7/201924/07/2019
AI0570,VTEXI,BOM,MAA,D,15/07/201917/07/2019
AI0570,VTEXJ,BOM,MAA,D,8/7/201927/07/2019
AI0570,VTEXM,BOM,MAA,D,6/7/201920/07/2019
AI0570,VTEXR,BOM,MAA,D,16/07/2019
AI0570,VTEXS,BOM,MAA,D,3/7/2019
AI0570,VTEXT,BOM,MAA,D,4/7/20199/7/2019
AI0570,VTEXU,BOM,MAA,D,14/07/201930/07/2019
AI0581,VTPPA,BOM,CCJ,D,16/07/201923/07/201925/07/201928/07/201930/07/2019
AI0581,VTPPB,BOM,CCJ,D,7/7/20199/7/201912/7/201914/07/2019
AI0581,VTPPD,BOM,CCJ,D,3/7/20195/7/20198/7/201910/7/201913/07/201915/07/2019
AI0581,VTPPG,BOM,CCJ,D,21/07/2019
AI0581,VTPPI,BOM,CCJ,D,19/07/2019
AI0581,VTPPJ,BOM,CCJ,D,4/7/20196/7/201911/7/201931/07/2019
AI0581,VTPPM,BOM,CCJ,D,26/07/201929/07/2019
AI0581,VTPPO,BOM,CCJ,D,17/07/2019
AI0581,VTPPV,BOM,CCJ,D,1/7/20192/7/201918/07/201920/07/201922/07/201924/07/201927/07/2019
AI0582,VTPPA,CCJ,BOM,D,17/07/201924/07/201926/07/201929/07/201931/07/2019
AI0582,VTPPB,CCJ,BOM,D,8/7/201910/7/201913/07/201915/07/2019
AI0582,VTPPD,CCJ,BOM,D,4/7/20196/7/20199/7/201911/7/201914/07/201916/07/2019
AI0582,VTPPF,CCJ,BOM,D,1/7/2019
AI0582,VTPPG,CCJ,BOM,D,22/07/2019
AI0582,VTPPI,CCJ,BOM,D,20/07/2019
AI0582,VTPPJ,CCJ,BOM,D,5/7/20197/7/201912/7/2019
AI0582,VTPPM,CCJ,BOM,D,27/07/201930/07/2019
AI0582,VTPPO,CCJ,BOM,D,18/07/2019
AI0582,VTPPV,CCJ,BOM,D,2/7/20193/7/201919/07/201921/07/201923/07/201925/07/201928/07/2019
AI0583,VTCIG,BLR,TRV,D,23/07/2019
AI0583,VTSCI,BLR,TRV,D,9/7/201910/7/201913/07/201916/07/2019
AI0583,VTSCK,BLR,TRV,D,17/07/201920/07/2019
AI0583,VTSCL,BLR,TRV,D,2/7/20193/7/20196/7/2019
AI0583,VTSCS,BLR,TRV,D,24/07/201927/07/201930/07/201931/07/2019
AI0584,VTCIG,TRV,BLR,D,23/07/2019
AI0584,VTSCI,TRV,BLR,D,9/7/201910/7/201913/07/201916/07/2019
AI0584,VTSCK,TRV,BLR,D,17/07/201920/07/2019
AI0584,VTSCL,TRV,BLR,D,2/7/20193/7/20196/7/2019
AI0584,VTSCS,TRV,BLR,D,24/07/201927/07/201930/07/201931/07/2019
AI0587,VTCIG,BLR,COK,D,21/07/201922/07/2019
AI0587,VTSCI,BLR,COK,D,8/7/20199/7/201911/7/201912/7/201913/07/201914/07/201915/07/2019
AI0587,VTSCK,BLR,COK,D,16/07/201918/07/201919/07/2019
AI0587,VTSCL,BLR,COK,D,1/7/20192/7/20194/7/20195/7/2019
AI0587,VTSCO,BLR,COK,D,6/7/20197/7/201920/07/201921/07/2019
AI0587,VTSCS,BLR,COK,D,23/07/201925/07/201926/07/201927/07/201928/07/201929/07/201930/07/2019
AI0588,VTCIG,COK,BLR,D,23/07/2019
AI0588,VTSCI,COK,BLR,D,9/7/201910/7/201912/7/201913/07/201914/07/201915/07/201916/07/2019
AI0588,VTSCK,COK,BLR,D,17/07/201919/07/201920/07/2019
AI0588,VTSCL,COK,BLR,D,1/7/20192/7/20193/7/20195/7/20196/7/2019
AI0588,VTSCO,COK,BLR,D,7/7/20198/7/201921/07/201922/07/2019
AI0588,VTSCS,COK,BLR,D,24/07/201926/07/201927/07/201928/07/201929/07/201930/07/201931/07/2019
AI0589,VTCID,BLR,AMD,D,3/7/201915/07/201918/07/2019
AI0589,VTCIE,BLR,AMD,D,5/7/2019
AI0589,VTCIF,BLR,AMD,D,24/07/2019
AI0589,VTCIQ,BLR,AMD,D,4/7/2019
AI0589,VTEXF,BLR,AMD,D,30/07/2019
AI0589,VTEXG,BLR,AMD,D,29/07/2019
AI0589,VTEXI,BLR,AMD,D,9/7/201912/7/2019
AI0589,VTEXJ,BLR,AMD,D,6/7/201913/07/201916/07/201921/07/201922/07/2019
AI0589,VTEXK,BLR,AMD,D,1/7/2019
AI0589,VTEXQ,BLR,AMD,D,7/7/2019
AI0589,VTEXR,BLR,AMD,D,11/7/2019
AI0589,VTEXS,BLR,AMD,D,8/7/201910/7/201914/07/201917/07/201919/07/201923/07/201926/07/201928/07/2019
AI0589,VTEXT,BLR,AMD,D,20/07/201927/07/2019
AI0589,VTEXU,BLR,AMD,D,2/7/2019
AI0589,VTEXV,BLR,AMD,D,31/07/2019
AI0589,VTSCS,BLR,AMD,D,25/07/2019
AI0590,VTCID,AMD,BLR,D,3/7/201915/07/201918/07/2019
AI0590,VTCIE,AMD,BLR,D,5/7/2019
AI0590,VTCIF,AMD,BLR,D,24/07/2019
AI0590,VTCIQ,AMD,BLR,D,4/7/2019
AI0590,VTEXF,AMD,BLR,D,30/07/2019
AI0590,VTEXG,AMD,BLR,D,29/07/2019
AI0590,VTEXI,AMD,BLR,D,9/7/201912/7/2019
AI0590,VTEXJ,AMD,BLR,D,6/7/201913/07/201916/07/201921/07/201922/07/2019
AI0590,VTEXK,AMD,BLR,D,1/7/2019
AI0590,VTEXQ,AMD,BLR,D,7/7/2019
AI0590,VTEXR,AMD,BLR,D,11/7/2019
AI0590,VTEXS,AMD,BLR,D,8/7/201910/7/201914/07/201917/07/201919/07/201923/07/201926/07/201928/07/2019
AI0590,VTEXT,AMD,BLR,D,20/07/201927/07/2019
AI0590,VTEXU,AMD,BLR,D,2/7/2019
AI0590,VTEXV,AMD,BLR,D,31/07/2019
AI0590,VTSCS,AMD,BLR,D,25/07/2019
AI0591,VTEXA,MAA,BLR,D,1/7/20192/7/201929/07/201930/07/201931/07/2019
AI0591,VTEXE,MAA,BLR,D,3/7/20194/7/20195/7/20196/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201917/07/201918/07/201919/07/201923/07/201924/07/201925/07/201926/07/2019
AI0591,VTPPG,MAA,BLR,D,16/07/2019
AI0591,VTSCI,MAA,BLR,D,27/07/201928/07/2019
AI0591,VTSCP,MAA,BLR,D,20/07/201921/07/201922/07/2019
AI0592,VTEXA,BLR,MAA,D,1/7/20192/7/201929/07/201930/07/201931/07/2019
AI0592,VTEXE,BLR,MAA,D,3/7/20194/7/20195/7/20196/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201917/07/201918/07/201919/07/201923/07/201924/07/201925/07/201926/07/2019
AI0592,VTPPG,BLR,MAA,D,16/07/2019
AI0592,VTSCI,BLR,MAA,D,27/07/201928/07/2019
AI0592,VTSCP,BLR,MAA,D,20/07/201921/07/201922/07/2019
AI0593,VTEXA,MAA,AMD,D,1/7/20192/7/201929/07/201931/07/2019
AI0593,VTEXE,MAA,AMD,D,3/7/20194/7/20195/7/20196/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201915/07/201916/07/201917/07/201918/07/201919/07/201924/07/201925/07/201926/07/2019
AI0593,VTSCI,MAA,AMD,D,27/07/201930/07/2019
AI0593,VTSCP,MAA,AMD,D,20/07/201922/07/201923/07/2019
AI0594,VTEXA,AMD,MAA,D,1/7/20192/7/201929/07/201931/07/2019
AI0594,VTEXE,AMD,MAA,D,3/7/20194/7/20195/7/20196/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201915/07/201916/07/201917/07/201918/07/201919/07/201924/07/201925/07/201926/07/2019
AI0594,VTSCI,AMD,MAA,D,27/07/201930/07/2019
AI0594,VTSCP,AMD,MAA,D,20/07/201922/07/201923/07/2019
AI0595,VTCIM,MAA,VNS,D,21/07/2019
AI0595,VTEXA,MAA,VNS,D,27/07/201930/07/2019
AI0595,VTEXE,MAA,VNS,D,2/7/20194/7/20196/7/20197/7/20199/7/201911/7/201913/07/201914/07/201916/07/201918/07/201920/07/201923/07/201925/07/2019
AI0595,VTEXQ,MAA,VNS,D,28/07/2019
AI0596,VTCIM,VNS,MAA,D,21/07/2019
AI0596,VTEXA,VNS,MAA,D,27/07/201930/07/2019
AI0596,VTEXE,VNS,MAA,D,2/7/20194/7/20196/7/20197/7/20199/7/201911/7/201913/07/201914/07/201916/07/201918/07/201920/07/201923/07/201925/07/2019
AI0596,VTEXQ,VNS,MAA,D,28/07/2019
AI0597,VTEXA,MAA,CCU,D,1/7/201928/07/201929/07/201931/07/2019
AI0597,VTEXE,MAA,CCU,D,3/7/20195/7/20197/7/20198/7/201910/7/201912/7/201914/07/201915/07/201917/07/201919/07/201921/07/201922/07/201924/07/201926/07/2019
AI0598,VTEXA,CCU,MAA,D,1/7/201928/07/201929/07/201931/07/2019
AI0598,VTEXE,CCU,MAA,D,3/7/20195/7/20197/7/20198/7/201910/7/201912/7/201914/07/201915/07/201917/07/201919/07/201921/07/201922/07/201924/07/201926/07/2019
AI0603,VTCID,BOM,BLR,D,13/07/2019
AI0603,VTCIH,BOM,BLR,D,20/07/2019
AI0603,VTCIO,BOM,BLR,D,8/7/20199/7/201915/07/201926/07/2019
AI0603,VTCIQ,BOM,BLR,D,16/07/201925/07/201930/07/2019
AI0603,VTEXG,BOM,BLR,D,14/07/201919/07/201921/07/2019
AI0603,VTEXI,BOM,BLR,D,4/7/2019
AI0603,VTEXK,BOM,BLR,D,31/07/2019
AI0603,VTEXK,BOM,HYD,D,24/07/2019
AI0603,VTEXK,HYD,BLR,D,24/07/2019
AI0603,VTEXL,BOM,BLR,D,27/07/2019
AI0603,VTEXM,BOM,BLR,D,22/07/2019
AI0603,VTEXP,BOM,BLR,D,2/7/2019
AI0603,VTEXR,BOM,BLR,D,6/7/2019
AI0603,VTEXT,BOM,BLR,D,7/7/2019
AI0603,VTEXU,BOM,BLR,D,12/7/201917/07/2019
AI0603,VTPPA,BOM,BLR,D,18/07/2019
AI0603,VTPPF,BOM,BLR,D,3/7/20195/7/2019
AI0603,VTPPG,BOM,BLR,D,29/07/2019
AI0603,VTPPJ,BOM,BLR,D,1/7/201910/7/2019
AI0603,VTPPL,BOM,BLR,D,28/07/2019
AI0603,VTPPM,BOM,BLR,D,11/7/2019
AI0603,VTSCS,BOM,BLR,D,23/07/2019
AI0604,VTCID,BLR,BOM,D,13/07/2019
AI0604,VTCIH,BLR,BOM,D,20/07/2019
AI0604,VTCIO,BLR,BOM,D,8/7/20199/7/201915/07/201926/07/2019
AI0604,VTCIQ,BLR,BOM,D,16/07/201925/07/201930/07/2019
AI0604,VTEXG,BLR,BOM,D,14/07/201919/07/201921/07/2019
AI0604,VTEXI,BLR,BOM,D,4/7/2019
AI0604,VTEXK,BLR,BOM,D,24/07/201931/07/2019
AI0604,VTEXL,BLR,BOM,D,27/07/2019
AI0604,VTEXM,BLR,BOM,D,22/07/2019
AI0604,VTEXP,BLR,BOM,D,2/7/2019
AI0604,VTEXR,BLR,BOM,D,6/7/2019
AI0604,VTEXT,BLR,BOM,D,7/7/2019
AI0604,VTEXU,BLR,BOM,D,12/7/201917/07/2019
AI0604,VTPPA,BLR,BOM,D,18/07/2019
AI0604,VTPPF,BLR,BOM,D,3/7/20195/7/2019
AI0604,VTPPG,BLR,BOM,D,29/07/2019
AI0604,VTPPJ,BLR,BOM,D,1/7/201910/7/2019
AI0604,VTPPL,BLR,BOM,D,28/07/2019
AI0604,VTPPM,BLR,BOM,D,11/7/2019
AI0604,VTSCS,BLR,BOM,D,23/07/2019
AI0607,VTCIE,BOM,BLR,D,26/07/2019
AI0607,VTCIF,BLR,VTZ,D,24/07/2019
AI0607,VTCIF,VTZ,BOM,D,24/07/2019
AI0607,VTCIM,BOM,BLR,D,29/07/2019
AI0607,VTEXF,BOM,BLR,D,19/07/2019
AI0607,VTEXL,BOM,BLR,D,24/07/2019
AI0607,VTEXU,BOM,BLR,D,17/07/2019
AI0607,VTPPG,BOM,BLR,D,28/07/2019
AI0607,VTSCF,BOM,BLR,D,7/7/2019
AI0607,VTSCJ,BOM,BLR,D,21/07/2019
AI0607,VTSCL,BOM,BLR,D,10/7/2019
AI0607,VTSCP,BOM,BLR,D,3/7/20195/7/20198/7/2019
AI0607,VTSCS,BOM,BLR,D,12/7/201914/07/201915/07/201922/07/2019
AI0607,VTSCV,BOM,BLR,D,1/7/201931/07/2019
AI0608,VTCIG,BLR,BOM,D,23/07/2019
AI0608,VTSCI,BLR,BOM,D,8/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/2019
AI0608,VTSCK,BLR,BOM,D,17/07/201918/07/201919/07/201920/07/2019
AI0608,VTSCL,BLR,BOM,D,1/7/20192/7/20193/7/20194/7/20195/7/20196/7/2019
AI0608,VTSCO,BLR,BOM,D,7/7/201921/07/201922/07/2019
AI0608,VTSCS,BLR,BOM,D,24/07/201925/07/201926/07/201927/07/201928/07/201929/07/201930/07/201931/07/2019
AI0609,VTCIG,BOM,BLR,D,22/07/2019
AI0609,VTSCI,BOM,BLR,D,8/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/2019
AI0609,VTSCK,BOM,BLR,D,16/07/201917/07/201918/07/201919/07/2019
AI0609,VTSCL,BOM,BLR,D,1/7/20192/7/20193/7/20194/7/20195/7/2019
AI0609,VTSCO,BOM,BLR,D,6/7/20197/7/201920/07/201921/07/2019
AI0609,VTSCS,BOM,BLR,D,23/07/201924/07/201925/07/201926/07/201927/07/201928/07/201929/07/201930/07/201931/07/2019
AI0610,VTCIE,BLR,BOM,D,26/07/2019
AI0610,VTCIM,BLR,BOM,D,29/07/2019
AI0610,VTEXF,BLR,BOM,D,19/07/2019
AI0610,VTEXU,BLR,BOM,D,17/07/2019
AI0610,VTPPG,BLR,BOM,D,28/07/2019
AI0610,VTSCF,BLR,BOM,D,7/7/2019
AI0610,VTSCJ,BLR,BOM,D,21/07/2019
